DFS ID,Name,Pos,Team,Opp,Status,Salary,Actual,SS Proj,Live Proj,My Proj,Value,My Own,Adj Own,Min Exp,Max Exp,Saber Team,Saber Total,dk_points,dk_25_percentile,dk_50_percentile,dk_75_percentile,dk_85_percentile,dk_95_percentile,dk_99_percentile,fd_points,fd_25_percentile,fd_50_percentile,fd_75_percentile,fd_85_percentile,fd_95_percentile,fd_99_percentile,yahoo_points,yahoo_25_percentile,yahoo_50_percentile,yahoo_75_percentile,yahoo_85_percentile,yahoo_95_percentile,yahoo_99_percentile,ob_points,ob_25_percentile,ob_50_percentile,ob_75_percentile,ob_85_percentile,ob_95_percentile,ob_99_percentile,dk_std,fd_std,yahoo_std,ob_std,Ldr Pos,Score,Top 20,Top 10,Top 5,Win%,Make Cut %,Tee Time,Eagles,Birdies,Bogeys,Pars,Dbl Bogeys,Birdie Streaks,Bogey Free Rounds
43697453,Tony Finau,G,Golf,GOLF,,7100,0,60.53,,60.53,8.525352112676057,2.71,2.547573272425269,0,100,,,60.5295,31.5,64.5,84.5,94,111,129.01,63.2345,31.3,63.5,91.4,102.3,121.31,141.8,56.0709,27.87,56.3,81.3,91.5,108.5,124.3,,,,,,,,30.6,34.72,31.4,,,,0.1795,0.09,0.0438,0.5%,0.5354,2026-07-30T07:33:00,0.4591,13.3371,7.0386,33.5411,0.7759,0.4439,0.1916
43697443,Beau Hossler,G,Golf,GOLF,,7200,0,60.27,,60.27,8.370833333333334,2.5,2.317129325992877,0,100,,,60.2732,31.5,64,84.5,93,110,130,62.872,31.1,62.8,90.8,101,120,142.5,55.7946,27.6,55.8,80.9,90.2,107.3,125.5,,,,,,,,30.38,34.42,31.13,,,,0.174,0.0838,0.0392,0.7%,0.5309,2026-07-30T12:21:00,0.4525,13.3152,7.02,33.4146,0.7892,0.445,0.1882
43697451,Mackenzie Hughes,G,Golf,GOLF,,7100,0,60.25,,60.25,8.485915492957746,2.2,2.008675918209155,0,100,,,60.2484,31.5,64,84.5,93,109.5,129.5,62.8515,31.4,63.25,90.3,101.01,119.8,140.7,55.6673,27.7,56,80.62,90,107.1,123.7,,,,,,,,30.12,34.14,30.81,,,,0.1666,0.0812,0.0377,0.5%,0.535,2026-07-30T08:28:00,0.4442,13.3563,7.0599,33.4739,0.799,0.4529,0.1822
43697446,Harry Hall,G,Golf,GOLF,,7100,0,60.16,,60.16,8.473239436619718,2.46,2.284962184878358,0,100,,,60.1572,32,63.5,84.5,93,108.5,130,62.8998,31.77,62,90.8,101.51,118.9,141.6,55.617,28.1,55.2,81,89.9,105.9,124.2,,,,,,,,29.98,34,30.68,,,,0.1638,0.0749,0.0346,0.5%,0.5271,2026-07-30T08:17:00,0.4412,13.3531,6.9432,33.2968,0.8013,0.4549,0.1935
43697471,Lee Hodges,G,Golf,GOLF,,6800,0,60.11,,60.11,8.839705882352941,3.89,3.83127352898951,0,100,,,60.1147,31.5,64,84.5,92.5,108,129.51,62.757,31.4,62.45,90.22,100.5,119.4,141.9,55.6092,27.87,56,80.4,89.5,106.5,125,,,,,,,,30.18,34.18,30.84,,,,0.1572,0.0757,0.0368,0.6%,0.5302,2026-07-30T12:32:00,0.4447,13.32,6.998,33.408,0.7847,0.4469,0.186
43697473,Max McGreevy,G,Golf,GOLF,,6800,0,59.86,,59.86,8.802941176470588,2.58,2.4153439048996734,0,100,,,59.8624,31.5,64,84,92,107.5,129,62.5255,31.5,62.5,90,100.6,117.8,139.4,55.3715,27.6,56.4,80.5,89.5,105.2,123.4,,,,,,,,29.77,33.79,30.52,,,,0.154,0.0707,0.0339,0.4%,0.5316,2026-07-30T07:00:00,0.435,13.2723,6.9721,33.5325,0.7926,0.4338,0.1906
43697469,Zachary Bauchou,G,Golf,GOLF,,6900,0,59.74,,59.74,8.657971014492755,2.07,1.8745576375493134,0,100,,,59.7371,31.5,64.5,83.5,91.5,106,127,62.4216,31.5,63.25,89.72,99.7,116.2,138.4,55.2489,27.6,56.5,79.72,88.82,103.5,122,,,,,,,,29.31,33.3,30.02,,,,0.144,0.065,0.0306,0.3%,0.5356,2026-07-30T14:00:00,0.4188,13.3355,7.0704,33.5414,0.7825,0.4332,0.185
43697459,Matthew McCarty,G,Golf,GOLF,,7000,0,59.71,,59.71,8.53,2.23,2.0379859261107653,0,100,,,59.709,31.5,63,84,92,107.5,129,62.3797,31.5,61,89.9,100.3,118.41,140.1,55.1781,27.6,54.4,80,89.1,105.4,123.3,,,,,,,,29.86,33.84,30.5,,,,0.1519,0.0725,0.0341,0.4%,0.5237,2026-07-30T12:43:00,0.4292,13.2808,6.9682,33.2491,0.7946,0.4416,0.1855
43697448,Sudarshan Yellamaraju,G,Golf,GOLF,,7100,0,59.7,,59.7,8.408450704225354,2.2,2.0051761032477358,0,100,,,59.695,31.5,62.5,84,92.5,108.5,130.5,62.2702,31.2,60.5,90.1,101,119.1,142.2,55.1154,27.5,53.75,80.4,90.01,106.5,125.2,,,,,,,,30.14,34.21,30.95,,,,0.1671,0.0803,0.0367,0.5%,0.5236,2026-07-30T12:10:00,0.442,13.2082,7.0045,33.2665,0.7976,0.448,0.1895
43697464,Rasmus Hojgaard,G,Golf,GOLF,,6900,0,59.56,,59.56,8.631884057971014,2.5,2.337276970443041,0,100,,,59.5577,32,63,83.5,91.5,107.5,129.5,62.1233,31.7,61.3,89.1,99.3,116.91,140.8,55.0052,28.1,54.75,79.4,88.5,104.7,124.2,,,,,,,,29.61,33.5,30.22,,,,0.1443,0.0696,0.0341,0.4%,0.5267,2026-07-30T13:38:00,0.435,13.2376,7.0077,33.3543,0.8014,0.4382,0.1789
43697463,Nicolas Echavarria,G,Golf,GOLF,,6900,0,59.29,,59.29,8.592753623188406,2.02,1.8335249077278002,0,100,,,59.2883,31.5,62.5,83.5,91.5,106.52,127,61.8292,31.3,61,89.2,99.6,116.7,138.7,54.7866,27.7,54.4,79.4,88.4,104.31,122.6,,,,,,,,29.63,33.58,30.3,,,,0.151,0.0707,0.0304,0.4%,0.5246,2026-07-30T08:17:00,0.4209,13.1918,7.0359,33.3288,0.786,0.4367,0.1807
43697461,John Parry,G,Golf,GOLF,,7000,0,59.08,,59.08,8.44,2.11,1.9226372264968068,0,100,,,59.0798,31.5,61.5,83,91,107,127.5,61.6565,31.5,59.2,89.1,99.3,117.3,138.5,54.5506,27.6,52.6,79.2,88.2,104.8,122.9,,,,,,,,29.44,33.38,30.03,,,,0.1423,0.066,0.0327,0.4%,0.5204,2026-07-30T14:11:00,0.4227,13.1486,6.9911,33.247,0.7989,0.4274,0.1829
43697434,Aldrich Potgieter,G,Golf,GOLF,,7300,0,58.86,,58.86,8.063013698630137,2.17,1.9727105872503399,0,100,,,58.8609,31,57,84,93,110.5,130,61.3153,30.47,53.5,89.9,101.3,120.7,141.5,54.2665,26.9,46.1,79.83,90.6,107.8,124.6,,,,,,,,30.62,34.74,31.43,,,,0.1784,0.0911,0.0448,0.4%,0.5085,2026-07-30T07:55:00,0.4335,12.9928,7.0029,32.9631,0.7893,0.4324,0.1834
43697457,Taylor Moore,G,Golf,GOLF,,7000,0,58.58,,58.58,8.368571428571428,2.19,1.9915315068148736,0,100,,,58.5755,31,57,83.5,92,107.5,128.5,61.0346,30.4,54.4,89.4,100.2,118.2,140.6,54.067,26.9,47.05,79.7,89.5,105.6,124.2,,,,,,,,30.11,34.2,30.93,,,,0.1622,0.0797,0.0372,0.4%,0.5079,2026-07-30T13:38:00,0.4358,12.9526,7.014,32.98,0.7772,0.4244,0.1829
43697455,Billy Horschel,G,Golf,GOLF,,7000,0,58.53,,58.53,8.361428571428572,1.81,1.620436884344518,0,100,,,58.5285,31.5,61,82.5,90,104.5,125.5,60.8976,30.9,58.85,88,97.7,114.2,137.6,53.917,27.5,52.1,78.2,86.7,102.6,120.6,,,,,,,,29.04,32.84,29.63,,,,0.1304,0.0598,0.027,0.4%,0.5187,2026-07-30T13:16:00,0.4239,13.0465,7.0439,33.2214,0.8099,0.4226,0.1703
43697470,Matti Schmid,G,Golf,GOLF,,6800,0,58.53,,58.53,8.60735294117647,1.85,1.6518319052911505,0,100,,,58.5338,31,58.5,83,91,107,129,61.0043,30.8,55.25,88.8,98.8,117,141,53.934,27,48.9,78.7,88.2,104.91,124.2,,,,,,,,29.85,33.81,30.57,,,,0.1485,0.0713,0.0327,0.5%,0.5117,2026-07-30T13:38:00,0.4206,13.0086,7.019,33.0512,0.7907,0.4273,0.1713
43697467,Kris Ventura,G,Golf,GOLF,,6900,0,58.43,,58.43,8.468115942028986,1.43,1.242341260212658,0,100,,,58.4304,31.5,60.5,82.5,90,105,125.51,60.8594,31.2,58.35,87.8,98.2,114.4,137.2,53.9191,27.6,51.8,78.5,87.21,102.4,121,,,,,,,,28.97,32.87,29.71,,,,0.1373,0.0617,0.0261,0.3%,0.5174,2026-07-30T13:49:00,0.4259,12.993,7.005,33.273,0.7957,0.4146,0.1782
43697456,Steven Fisk,G,Golf,GOLF,,7000,0,58.21,,58.21,8.315714285714286,1.57,1.372826382197891,0,100,,,58.2072,31,49,83,92,109,129.5,60.5766,30.2,49.75,88.9,99.8,119.3,142.6,53.7236,26.9,42.05,79.3,89.1,106.8,125.1,,,,,,,,30.19,34.22,30.91,,,,0.1601,0.0776,0.0371,0.5%,0.4996,2026-07-30T12:54:00,0.435,12.8474,6.9326,32.863,0.7864,0.4136,0.1854
43697458,Keita Nakajima,G,Golf,GOLF,,7000,0,58.19,,58.19,8.312857142857142,1.86,1.6723059766012867,0,100,,,58.1947,31.5,51,82.5,91,107,130.5,60.5399,30.9,50.85,88.2,98.51,117.3,141.7,53.5284,27,42.6,78.7,87.7,104.1,125.3,,,,,,,,29.7,33.56,30.33,,,,0.1404,0.0672,0.0331,0.6%,0.5004,2026-07-30T08:50:00,0.4244,12.9388,6.9027,32.7891,0.824,0.4253,0.1741
43697460,Taylor Pendrith,G,Golf,GOLF,,7000,0,58.11,,58.11,8.30142857142857,1.81,1.6164400887448727,0,100,,,58.1131,31,54.75,82.5,91,107,127.5,60.4665,30.7,52,88.3,98.6,116.6,139.7,53.4844,27,44.75,78.5,87.6,104.6,123.3,,,,,,,,29.65,33.54,30.29,,,,0.139,0.0657,0.0323,0.5%,0.5034,2026-07-30T13:16:00,0.421,12.935,7.0285,32.8183,0.788,0.4276,0.1683
43697435,Seamus Power,G,Golf,GOLF,,7300,0,58.08,,58.08,7.956164383561644,1.93,1.7381545024993952,0,100,,,58.0769,31,54.5,82.5,91,107.5,127.5,60.4516,30.7,52.5,88.1,98.9,117.5,139.9,53.4075,27.4,44,78.5,87.8,104.6,122.4,,,,,,,,29.6,33.56,30.27,,,,0.1399,0.0675,0.0323,0.4%,0.5037,2026-07-30T07:11:00,0.4164,12.9254,6.9805,32.8654,0.8034,0.4282,0.1775
43697465,Rico Hoey,G,Golf,GOLF,,6900,0,57.97,,57.97,8.401449275362317,1.78,1.5829386985449905,0,100,,,57.9654,31,56,82,90.5,106,127.5,60.247,30.5,52.65,87.5,97.9,116.5,138.9,53.3229,27,45.8,78,87.5,104.3,122.2,,,,,,,,29.45,33.34,30.12,,,,0.1405,0.0693,0.0324,0.4%,0.5063,2026-07-30T12:21:00,0.4231,12.8849,7.0433,32.9455,0.8014,0.4159,0.1693
43703019,Zac Blair,G,Golf,GOLF,,6800,0,57.81,,57.81,8.501470588235295,1.31,1.1251208241810586,0,100,,,57.8133,31,54.75,82,90,105,125.5,60.1604,30.9,51.1,87.7,97.9,114.6,138.4,53.15,27,43.85,78.2,87.2,102.2,120.6,,,,,,,,29.21,33.13,29.91,,,,0.1255,0.0541,0.025,0.4%,0.5023,2026-07-30T07:11:00,0.4173,12.9136,6.9935,32.8061,0.8167,0.4197,0.1735
43697450,Stephan Jaeger,G,Golf,GOLF,,7100,0,57.7,,57.7,8.126760563380282,1.65,1.4476569639735786,0,100,,,57.7043,31,45.25,82.5,90.5,106.5,127,60.0218,30.2,47.8,87.8,98.7,116.6,138.5,53.0939,26.9,41.3,78.3,87.8,104,122.5,,,,,,,,29.65,33.62,30.4,,,,0.1386,0.0674,0.0321,0.5%,0.4958,2026-07-30T08:06:00,0.4174,12.8428,6.9754,32.6831,0.8038,0.4176,0.1712
43697487,Andrew Putnam,G,Golf,GOLF,,6600,0,57.6,,57.6,8.727272727272728,1.65,1.4568028412691445,0,100,,,57.6017,31.5,55.5,81.5,89.5,103,124.01,59.919,31.2,52.1,87.2,96.71,112.5,136.3,52.978,27.5,45.4,77.6,85.8,100.5,120.5,,,,,,,,28.57,32.33,29.17,,,,0.1095,0.0479,0.0228,0.4%,0.5051,2026-07-30T12:32:00,0.415,12.8799,7.0043,32.9384,0.8111,0.4135,0.1682
43697476,A.J. Ewart,G,Golf,GOLF,,6800,0,57.59,,57.59,8.469117647058825,1.51,1.324820638452764,0,100,,,57.5914,31.5,57.25,81.5,89,102.5,122,59.8702,31.2,53.7,86.7,96.3,112.2,132.5,53.0132,27.5,46.65,77.4,85.8,100.6,118,,,,,,,,28.33,32.07,28.99,,,,0.11,0.045,0.02,0.3%,0.5075,2026-07-30T13:49:00,0.4254,12.8485,7.0033,33.047,0.8134,0.4044,0.1719
43697452,Jesper Svensson,G,Golf,GOLF,,7100,0,57.15,,57.15,8.049295774647888,1.71,1.5056409023230706,0,100,,,57.1539,30.5,42.5,82,91,107,127,59.3773,30,46,87.62,98.6,117,138.5,52.5621,26.4,39.1,77.9,88.01,104.7,122.6,,,,,,,,29.78,33.72,30.52,,,,0.1509,0.073,0.035,0.4%,0.4886,2026-07-30T09:01:00,0.4158,12.6783,6.9797,32.5968,0.7913,0.3987,0.1701
43697483,Adrien Dumont De Chassart,G,Golf,GOLF,,6700,0,57.12,,57.12,8.525373134328358,1.39,1.198620453174519,0,100,,,57.1245,31,52,81.5,88.5,102,123,59.3066,30.8,51.3,86.5,96,111.6,134.3,52.442,27.47,43,76.8,85.3,99.91,117.5,,,,,,,,28.36,32.09,28.96,,,,0.1073,0.048,0.0228,0.3%,0.5016,2026-07-30T08:39:00,0.4134,12.7776,7.0283,32.8821,0.8192,0.4009,0.1597
43697478,Austin Smotherman,G,Golf,GOLF,,6700,0,57.02,,57.02,8.51044776119403,1.46,1.263382575761713,0,100,,,57.0234,31,43.5,81.5,89.5,104,126,59.2475,30.3,47.2,86.72,97,113.7,138.2,52.4209,26.8,40.1,77.4,86.4,102.1,122.4,,,,,,,,29.14,32.99,29.85,,,,0.1306,0.0604,0.0281,0.5%,0.491,2026-07-30T07:22:00,0.416,12.6975,7.0025,32.626,0.7993,0.399,0.17
43697477,Kevin Roy,G,Golf,GOLF,,6800,0,56.91,,56.91,8.369117647058824,1.77,1.5726559764991337,0,100,,,56.9098,30.5,42,82,90.5,106.5,127.01,59.0858,29.9,45.3,87.3,98.1,116.3,139.7,52.2594,26.4,39,77.8,87.6,103.7,122.6,,,,,,,,29.69,33.64,30.32,,,,0.1455,0.0658,0.0333,0.3%,0.4844,2026-07-30T12:10:00,0.4107,12.6461,6.9998,32.4702,0.7842,0.4148,0.1637
43697481,Thorbjorn Olesen,G,Golf,GOLF,,6700,0,56.55,,56.55,8.440298507462686,1.33,1.1481022186673746,0,100,,,56.549,31,43,81.5,89,102.5,122.5,58.7511,30.4,46.5,86.12,96.01,112.2,133.4,51.9608,26.9,39.6,77.3,85.42,100.4,117.7,,,,,,,,28.58,32.32,29.25,,,,0.1127,0.0491,0.023,0.2%,0.4859,2026-07-30T12:32:00,0.4145,12.6285,6.9851,32.5375,0.791,0.3974,0.1589
43697462,Lucas Glover,G,Golf,GOLF,,6900,0,56.45,,56.45,8.181159420289855,1.5,1.3090615730716868,0,100,,,56.452,30.5,42.5,80.5,89,105,124,58.5245,29.7,45.5,85.6,96.5,115,136.3,51.7881,26.4,39,76.1,86,102.9,119.6,,,,,,,,28.96,32.88,29.69,,,,0.1235,0.0592,0.0271,0.3%,0.4851,2026-07-30T07:44:00,0.4121,12.5759,7.0298,32.5157,0.7982,0.3993,0.1618
43697475,Chandler Phillips,G,Golf,GOLF,,6800,0,55.86,,55.86,8.214705882352941,1.34,1.1561995044686324,0,100,,,55.8602,30.5,42,80,88,102,121.5,57.8194,29.8,45.3,85.2,95,111.5,132.1,51.2354,26.4,39,75.8,85.2,99.9,116.8,,,,,,,,28.3,32.05,28.98,,,,0.1123,0.0481,0.0228,0.2%,0.482,2026-07-30T07:22:00,0.4065,12.4477,6.9964,32.5693,0.8087,0.3801,0.1613
43697479,Hao-Tong Li,G,Golf,GOLF,,6700,0,55.28,,55.28,8.250746268656716,1.06,0.8851643727916297,0,100,,,55.2809,30.5,41,79.5,87.5,101.5,122.51,57.2529,29.8,43.9,84.2,94.6,111.3,135,50.6104,26.4,37.7,75.2,84.1,99.5,118.9,,,,,,,,28.13,31.86,28.87,,,,0.105,0.0468,0.0213,0.2%,0.4736,2026-07-30T08:39:00,0.3979,12.3765,7.0543,32.2861,0.8009,0.3763,0.1529
43697482,Patrick Fishburn,G,Golf,GOLF,,6700,0,55.2,,55.2,8.238805970149254,1.14,0.9558751541933638,0,100,,,55.2036,30,40,80,87.5,102.5,124.5,57.1165,29.3,42.9,84.3,94.71,112.3,136.4,50.5391,25.9,37.2,75.22,84.3,100.4,119.9,,,,,,,,28.66,32.49,29.4,,,,0.1097,0.0494,0.0233,0.5%,0.4679,2026-07-30T08:50:00,0.4005,12.3105,7.0361,32.1725,0.798,0.3752,0.1621
43697490,Patrick Rodgers,G,Golf,GOLF,,6600,0,54.98,,54.98,8.33030303030303,1.11,0.9341968761527002,0,100,,,54.9836,30.5,40,79,87,100.5,121,56.9334,29.9,42.9,83.7,93.9,110.1,132.6,50.2854,26.7,37.2,74.4,83.4,98.6,116.7,,,,,,,,27.82,31.46,28.44,,,,0.0961,0.0422,0.0185,0.2%,0.4678,2026-07-30T12:21:00,0.3863,12.3459,7.0116,32.157,0.8062,0.3794,0.1485
43697484,Austin Eckroat,G,Golf,GOLF,,6700,0,54.62,,54.62,8.15223880597015,1.01,0.8397167712169502,0,100,,,54.6239,30,39.5,79.5,87,100.5,120.5,56.4472,29.3,42,83.9,94.3,109.7,130.8,49.9311,26.1,36.6,74.9,84,98.4,115.1,,,,,,,,28.12,31.84,28.82,,,,0.0981,0.0407,0.0177,0.3%,0.4638,2026-07-30T13:27:00,0.3934,12.2116,6.9758,32.1745,0.8065,0.3739,0.1497
43697501,Matt Kuchar,G,Golf,GOLF,,6400,0,54.4,,54.4,8.5,0.83,0.6764019919413694,0,100,,,54.4044,30.5,40,78.5,86,98,115.5,56.1973,29.8,42.9,83.1,92.6,107.5,126.6,49.6047,26.3,37.1,73.93,82.3,95.41,111.6,,,,,,,,27.22,30.73,27.78,,,,0.0737,0.0274,0.013,0.1%,0.4653,2026-07-30T07:55:00,0.3914,12.234,7.0193,32.1405,0.8249,0.3757,0.1428
43697498,Takumi Kanaya,G,Golf,GOLF,,6500,0,53.93,,53.93,8.296923076923077,0.7,0.5586479512457213,0,100,,,53.9286,30,39,78,86.07,99,116.5,55.7075,29.3,41.7,82.2,93.1,108.4,128.6,49.1643,25.8,36,73.3,82.8,96.8,113,,,,,,,,27.52,31.15,28.13,,,,0.085,0.0361,0.0149,0.1%,0.4567,2026-07-30T07:22:00,0.372,12.1363,7.0503,31.9428,0.8077,0.3725,0.1455
43697488,Joel Dahmen,G,Golf,GOLF,,6600,0,53.84,,53.84,8.157575757575758,0.97,0.7963901739364523,0,100,,,53.8432,30,39,78,86,100.5,121.51,55.5304,28.9,41,82.52,92.6,109.9,133,49.1093,25.7,35.9,73.7,82.7,98.5,118.1,,,,,,,,28,31.59,28.64,,,,0.0972,0.0417,0.0195,0.3%,0.4506,2026-07-30T07:00:00,0.3762,12.0419,6.9793,31.8938,0.7942,0.3686,0.1494
43697485,Tom Hoge,G,Golf,GOLF,,6700,0,53.29,,53.29,7.953731343283582,0.8,0.6415268252190542,0,100,,,53.2911,30,38,77.5,85.5,100,118.5,54.8888,28.7,40.5,81.4,92.2,109.1,130.8,48.5055,25.6,35.4,72.62,82.11,98,114.7,,,,,,,,27.74,31.34,28.35,,,,0.0917,0.0398,0.0175,0.2%,0.4466,2026-07-30T13:27:00,0.3749,11.9434,7.0332,31.7879,0.8037,0.3562,0.1422
43697505,Vince Whaley,G,Golf,GOLF,,6400,0,53.26,,53.26,8.321874999999999,0.6,0.46852801971708974,0,100,,,53.2636,30,38.5,77,85,98,117,54.8161,29.2,41,81,91.4,107.1,128.2,48.4292,25.8,36,72.5,81.21,96,114,,,,,,,,27.09,30.6,27.77,,,,0.0785,0.0313,0.0139,0.1%,0.4481,2026-07-30T08:28:00,0.3892,11.938,7.0153,31.8273,0.8251,0.3562,0.1388
43697492,Trace Crowe,G,Golf,GOLF,,6600,0,53.1,,53.1,8.045454545454545,0.76,0.6068046449567365,0,100,,,53.0969,30,38,77.5,85,98.02,117.5,54.6175,28.9,40.3,81.2,91.1,107.5,128.6,48.2676,25.7,35.3,72.6,81.11,95.6,113.9,,,,,,,,27.29,30.77,27.84,,,,0.0785,0.0318,0.0145,0.2%,0.4424,2026-07-30T14:00:00,0.3869,11.9038,7.0295,31.6575,0.8214,0.3647,0.138
43697480,Neal Shipley,G,Golf,GOLF,,6700,0,53.03,,53.03,7.914925373134329,0.7,0.5503395277970781,0,100,,,53.0339,29.5,37.5,77.5,86,101.5,121,54.6093,28.3,39.9,81.7,92.9,110.9,133.1,48.2272,25.1,34.8,72.7,82.9,99.2,117.8,,,,,,,,28.15,31.91,28.97,,,,0.1045,0.0472,0.0209,0.2%,0.4379,2026-07-30T08:50:00,0.3726,11.8497,7.0033,31.6034,0.8031,0.3594,0.1471
43697486,Davis Chatfield,G,Golf,GOLF,,6600,0,52.8,,52.8,8,0.75,0.6022838933518357,0,100,,,52.8007,30,38,77,85,97.52,116.51,54.3634,28.6,40.6,80.9,91.2,106.9,127.5,47.9368,25.2,34.95,72.43,81.2,95.6,114.1,,,,,,,,27.2,30.78,27.89,,,,0.0755,0.0309,0.0135,0.2%,0.4425,2026-07-30T09:01:00,0.3659,11.8997,7.0739,31.635,0.813,0.3507,0.139
43697502,Mark Hubbard,G,Golf,GOLF,,6400,0,52.66,,52.66,8.228124999999999,0.96,0.7902656999599806,0,100,,,52.6639,29.5,37.5,77,85,99,120,54.2082,28.5,39.4,80.9,91.8,108.5,130.7,47.8841,25.2,34.7,72.02,81.6,97.41,116.4,,,,,,,,27.61,31.21,28.35,,,,0.0918,0.0397,0.0164,0.2%,0.433,2026-07-30T07:11:00,0.3656,11.8126,6.9704,31.4974,0.804,0.3559,0.1425
43703025,Hayden Springer,G,Golf,GOLF,,6500,0,52.64,,52.64,8.098461538461539,0.76,0.6069761643968609,0,100,,,52.641,29.5,38,77,85,98.5,118,54.159,28.5,39.75,80.7,91.21,107.9,129.7,47.8328,25.2,34.8,72.4,81.11,96.41,115.3,,,,,,,,27.46,31.08,28.12,,,,0.0801,0.0341,0.0165,0.2%,0.4358,2026-07-30T14:00:00,0.3735,11.8053,7.0423,31.5361,0.8016,0.3534,0.1414
43697497,Chad Ramey,G,Golf,GOLF,,6500,0,52.64,,52.64,8.098461538461539,0.73,0.5767586371218878,0,100,,,52.6396,29.5,38,77,84.57,98,118.51,54.1581,28.6,39.7,80.9,91.2,107.6,129.7,47.8454,25.2,34.8,72.5,81.1,96.2,114.9,,,,,,,,27.42,31.04,28.11,,,,0.0835,0.0356,0.0175,0.2%,0.4364,2026-07-30T12:10:00,0.3726,11.8081,6.9932,31.587,0.8202,0.3458,0.1416
43697491,Karl Vilips,G,Golf,GOLF,,6600,0,52.33,,52.33,7.928787878787879,0.71,0.5665392831340743,0,100,,,52.3266,29.5,37.5,77,85,98.5,118.01,53.7611,28.3,39.3,80.5,91.3,107.2,129.9,47.4333,25.2,34.3,71.9,81.1,95.7,115.9,,,,,,,,27.44,31.05,28.03,,,,0.0804,0.0374,0.0165,0.2%,0.4295,2026-07-30T08:17:00,0.3651,11.7576,7.007,31.379,0.8247,0.3545,0.1342
43697496,Erik Van Rooyen,G,Golf,GOLF,,6500,0,52.3,,52.3,8.046153846153846,0.82,0.6629449110607074,0,100,,,52.3038,29.5,37,76.5,84.5,99,120,53.7071,28.2,39.4,80.4,90.82,107.8,130.1,47.445,25.1,34.2,72,81.1,96.6,115,,,,,,,,27.55,31.05,28.19,,,,0.0801,0.0337,0.0165,0.2%,0.429,2026-07-30T13:38:00,0.3674,11.7329,7.014,31.3884,0.813,0.351,0.1419
43697494,Garrick Higgo,G,Golf,GOLF,,6500,0,52.25,,52.25,8.038461538461538,0.97,0.7932470851340248,0,100,,,52.2539,29.5,37,77,85.5,100,120,53.6836,28,39.2,80.1,92.1,109.5,131.1,47.3966,24.6,34.2,71.7,81.8,98.2,116.2,,,,,,,,27.81,31.45,28.57,,,,0.094,0.0416,0.017,0.3%,0.425,2026-07-30T12:43:00,0.3829,11.6758,6.9955,31.297,0.8129,0.3498,0.1378
43697514,Brandt Snedeker,G,Golf,GOLF,,6300,0,52.13,,52.13,8.274603174603175,0.6,0.4673905319738308,0,100,,,52.1297,29.5,37.5,76.5,84,96.5,115.5,53.5872,28.6,39.6,80,89.9,105.7,126.8,47.2318,25.2,34.8,71.4,80,93.8,112,,,,,,,,26.84,30.35,27.46,,,,0.0648,0.0273,0.0118,0.1%,0.43,2026-07-30T08:06:00,0.3636,11.7627,7.036,31.3566,0.8278,0.3494,0.1327
43697503,David Lipsky,G,Golf,GOLF,,6400,0,52.03,,52.03,8.1296875,0.7,0.5545717255809127,0,100,,,52.032,29.5,37.5,76,84.5,97.5,117,53.4624,28.5,39.3,79.6,90.6,106.2,128.3,47.1726,25.3,34.3,71.3,80.4,94.9,113.5,,,,,,,,26.94,30.46,27.61,,,,0.0717,0.0305,0.0114,0.2%,0.4267,2026-07-30T12:10:00,0.3663,11.7104,7.0002,31.324,0.8248,0.3408,0.1389
43697493,Chandler Blanchet,G,Golf,GOLF,,6500,0,51.76,,51.76,7.963076923076923,0.61,0.47921619823382156,0,100,,,51.763,29.5,37,76,84.5,98,116.5,53.0788,28,38.9,79.7,90.6,107.5,126.2,46.8587,24.6,34.2,71.3,80.82,95.8,113.2,,,,,,,,27.17,30.74,27.92,,,,0.0804,0.0324,0.0132,0.2%,0.4237,2026-07-30T14:00:00,0.3624,11.6255,7.006,31.2991,0.8311,0.343,0.1363
43697509,Adrien Saddier,G,Golf,GOLF,,6300,0,51.57,,51.57,8.185714285714285,0.63,0.4907911459975214,0,100,,,51.5739,29.5,37,76,83.5,96.5,117.5,52.9014,28.2,38.9,78.9,89.71,105.4,129.2,46.7008,25.1,34.1,70.8,79.9,94.7,114.4,,,,,,,,26.98,30.46,27.63,,,,0.0736,0.0302,0.0133,0.1%,0.4217,2026-07-30T14:11:00,0.3654,11.5781,7.0147,31.2797,0.8087,0.3423,0.1276
43697517,Webb Simpson,G,Golf,GOLF,,6200,0,51.38,,51.38,8.287096774193548,0.53,0.4120190493135883,0,100,,,51.3847,29.5,37,75.5,83.5,96,115,52.7322,28.3,38.7,78.9,89.5,105.4,125.1,46.4773,25.1,33.7,70.6,79.7,93.4,111.1,,,,,,,,26.64,30.09,27.27,,,,0.0632,0.0253,0.0117,0.1%,0.4183,2026-07-30T13:05:00,0.3555,11.5926,7.0188,31.1326,0.8164,0.3409,0.1352
43697506,Matthieu Pavon,G,Golf,GOLF,,6400,0,51.28,,51.28,8.012500000000001,0.56,0.4337449846528355,0,100,,,51.281,29.5,36.5,75.12,83.5,98,118,52.5485,28,38.5,78.5,89.51,106.5,127.8,46.3646,24.6,33.7,70.2,79.9,95.5,113.8,,,,,,,,27.02,30.51,27.71,,,,0.0792,0.0332,0.016,0.2%,0.4156,2026-07-30T12:21:00,0.3594,11.515,7.0229,31.1201,0.8141,0.337,0.1274
